target,source,total_gdppct,net_gdppct,total_mdollars,net_mdollars
Netherlands,Serbia,0.0000,-0.0002,0.88,-151.04
Netherlands,Slovenia,0.0000,0.0000,0.85,0.60
Netherlands,Cyprus,0.0000,0.0000,0.80,-0.31
Netherlands,"Venezuela, RB",0.0000,0.0000,0.79,-0.92
Netherlands,Russian Federation,0.0000,0.0000,0.75,-31.11
Netherlands,Monaco,0.0000,0.0000,0.71,0.71
Netherlands,Philippines,0.0000,-0.0001,0.69,-61.76
Netherlands,Malta,0.0000,0.0000,0.66,0.02
Netherlands,Romania,0.0000,0.0000,0.66,-19.49
Netherlands,Slovak Republic,0.0000,0.0000,0.63,-12.07
Netherlands,Panama,0.0000,0.0000,0.58,-0.48
Netherlands,Algeria,0.0000,0.0000,0.55,-4.34
Netherlands,Cameroon,0.0000,0.0000,0.54,-1.35
Netherlands,Croatia,0.0000,0.0000,0.52,-0.10
Netherlands,Colombia,0.0000,0.0000,0.48,-32.78
Netherlands,Iceland,0.0000,0.0000,0.45,-1.63
Netherlands,Bulgaria,0.0000,0.0000,0.44,-29.52
Netherlands,Bahrain,0.0000,0.0000,0.43,0.43
Netherlands,Ghana,0.0000,-0.0001,0.40,-54.48
Netherlands,Bolivia,0.0000,0.0000,0.34,-1.12
Netherlands,Andorra,0.0000,0.0000,0.31,0.31
Netherlands,Uganda,0.0000,0.0000,0.30,-7.86
Netherlands,Jordan,0.0000,0.0000,0.24,-4.89
Netherlands,Guatemala,0.0000,0.0000,0.19,-5.28
Netherlands,Estonia,0.0000,0.0000,0.16,-2.33
Netherlands,Uruguay,0.0000,0.0000,0.16,-0.04
Netherlands,Latvia,0.0000,0.0000,0.14,-8.29
Netherlands,Lithuania,0.0000,0.0000,0.13,-8.05
Netherlands,Ukraine,0.0000,0.0000,0.13,-1.30
Netherlands,Nicaragua,0.0000,0.0000,0.12,-1.00
Netherlands,Liechtenstein,0.0000,0.0000,0.10,0.10
Netherlands,Honduras,0.0000,0.0000,0.09,-2.80
Netherlands,Mauritania,0.0000,0.0000,0.08,0.08
Netherlands,"Bahamas, The",0.0000,0.0000,0.07,0.07
Netherlands,Cayman Islands,0.0000,0.0000,0.07,0.07
Netherlands,Bermuda,0.0000,0.0000,0.07,-3.48
Netherlands,Paraguay,0.0000,0.0000,0.06,-0.11
Netherlands,Cabo Verde,0.0000,0.0000,0.05,-16.95
Netherlands,Puerto Rico,0.0000,0.0000,0.05,0.05
Netherlands,El Salvador,0.0000,0.0000,0.05,-1.15
Netherlands,Cambodia,0.0000,0.0000,0.04,-0.27
Netherlands,Cuba,0.0000,0.0000,0.03,0.03
Netherlands,Bhutan,0.0000,0.0000,0.03,-0.18
Netherlands,St. Lucia,0.0000,0.0000,0.03,-0.01
Netherlands,Liberia,0.0000,0.0000,0.02,-8.25
Netherlands,Antigua and Barbuda,0.0000,0.0000,0.02,0.00
Netherlands,Faeroe Islands,0.0000,0.0000,0.02,-0.05
Netherlands,Bosnia and Herzegovina,0.0000,0.0000,0.02,-8.36
Netherlands,Dominica,0.0000,0.0000,0.01,-0.05
Netherlands,St. Kitts and Nevis,0.0000,0.0000,0.01,-0.03
Netherlands,Vanuatu,0.0000,0.0000,0.01,-0.02
Netherlands,Seychelles,0.0000,0.0000,0.01,-0.21
Netherlands,Afghanistan,0.0000,0.0000,0.00,-3.92
United Kingdom,WORLD,0.0017,-0.0085,4373.93,-22427.56
United Kingdom,Australia,0.0004,0.0002,1084.07,638.25
United Kingdom,United States,0.0002,0.0001,658.05,193.52
United Kingdom,Canada,0.0002,0.0002,568.63,476.23
United Kingdom,Spain,0.0001,-0.0002,321.78,-416.09
United Kingdom,South Africa,0.0001,0.0000,256.40,15.74
United Kingdom,Ireland,0.0001,0.0000,243.30,-76.79
United Kingdom,New Zealand,0.0001,0.0001,214.87,193.43
United Kingdom,Germany,0.0000,-0.0004,109.12,-1148.92
United Kingdom,Thailand,0.0000,-0.0001,72.01,-201.66
United Kingdom,Channel Islands,0.0000,0.0000,63.32,63.32
United Kingdom,Italy,0.0000,-0.0001,60.59,-366.95
United Kingdom,Belgium,0.0000,-0.0002,44.52,-587.17
United Kingdom,Netherlands,0.0000,0.0000,41.93,-43.06
United Kingdom,Switzerland,0.0000,0.0000,41.38,-24.26
United Kingdom,Cyprus,0.0000,0.0000,35.95,-114.77
United Kingdom,Isle of Man,0.0000,0.0000,34.44,34.44
United Kingdom,Poland,0.0000,-0.0004,31.05,-1118.24
United Kingdom,United Arab Emirates,0.0000,0.0000,29.97,29.97
United Kingdom,Bangladesh,0.0000,-0.0002,27.56,-441.38
United Kingdom,Saudi Arabia,0.0000,0.0000,27.10,-7.67
United Kingdom,Turkey,0.0000,0.0000,23.49,-4.02
United Kingdom,Indonesia,0.0000,0.0000,22.94,-1.76
United Kingdom,Sweden,0.0000,-0.0001,19.97,-237.51
United Kingdom,Israel,0.0000,0.0000,18.66,-36.78
United Kingdom,Japan,0.0000,-0.0001,17.52,-173.57
United Kingdom,Norway,0.0000,0.0000,16.54,-34.73
United Kingdom,Tanzania,0.0000,0.0000,16.09,-60.93
United Kingdom,Portugal,0.0000,-0.0001,15.93,-197.09
United Kingdom,Denmark,0.0000,0.0000,15.47,-95.04
United Kingdom,"Hong Kong SAR, China",0.0000,0.0000,15.19,-33.15
United Kingdom,Zimbabwe,0.0000,0.0000,13.05,13.05
United Kingdom,China,0.0000,-0.0004,10.59,-966.03
United Kingdom,Malta,0.0000,0.0000,9.59,-47.03
United Kingdom,Austria,0.0000,0.0000,9.19,-77.14
United Kingdom,Chile,0.0000,0.0000,9.07,8.19
United Kingdom,Kuwait,0.0000,0.0000,7.74,7.56
United Kingdom,Czech Republic,0.0000,-0.0001,7.72,-276.62
United Kingdom,Greece,0.0000,0.0000,7.08,-5.32
United Kingdom,Malaysia,0.0000,0.0000,6.72,-45.51
United Kingdom,Qatar,0.0000,0.0000,6.47,6.47
United Kingdom,Botswana,0.0000,0.0000,6.32,6.32
United Kingdom,Kenya,0.0000,-0.0002,6.31,-656.77
United Kingdom,Jamaica,0.0000,-0.0001,5.99,-312.15
United Kingdom,Libya,0.0000,0.0000,5.95,5.95
United Kingdom,Luxembourg,0.0000,0.0000,5.27,5.27
United Kingdom,Hungary,0.0000,-0.0002,4.89,-413.40
United Kingdom,Oman,0.0000,0.0000,4.71,-4.14
United Kingdom,Finland,0.0000,0.0000,4.70,-32.99
United Kingdom,"Korea, Rep.",0.0000,0.0000,4.32,-46.54
United Kingdom,Brazil,0.0000,0.0000,4.21,-77.40
United Kingdom,India,0.0000,-0.0015,4.16,-3936.63
United Kingdom,Slovak Republic,0.0000,-0.0001,4.11,-219.32
United Kingdom,Brunei Darussalam,0.0000,0.0000,3.88,3.88
United Kingdom,Philippines,0.0000,-0.0002,3.61,-654.51
United Kingdom,Bermuda,0.0000,0.0000,3.48,3.48
United Kingdom,Barbados,0.0000,0.0000,3.37,-18.50
United Kingdom,Mexico,0.0000,0.0000,3.26,-21.22
United Kingdom,Romania,0.0000,-0.0001,3.23,-146.81
United Kingdom,Bulgaria,0.0000,0.0000,2.69,-92.06
United Kingdom,Ecuador,0.0000,0.0000,2.64,-10.04
United Kingdom,Bahrain,0.0000,0.0000,2.62,2.62
United Kingdom,Argentina,0.0000,0.0000,2.54,-8.90
United Kingdom,"Egypt, Arab Rep.",0.0000,-0.0001,2.50,-168.67
United Kingdom,Cayman Islands,0.0000,0.0000,2.37,2.37
United Kingdom,Lithuania,0.0000,-0.0001,1.95,-294.74
United Kingdom,Ghana,0.0000,-0.0001,1.78,-296.67
United Kingdom,Slovenia,0.0000,0.0000,1.75,1.75
United Kingdom,Trinidad and Tobago,0.0000,0.0000,1.75,-6.85
United Kingdom,Monaco,0.0000,0.0000,1.73,1.73
United Kingdom,Peru,0.0000,0.0000,1.62,1.62
United Kingdom,Panama,0.0000,0.0000,1.45,1.45
United Kingdom,Russian Federation,0.0000,0.0000,1.42,-34.31
United Kingdom,Vietnam,0.0000,-0.0001,1.36,-145.24
United Kingdom,Algeria,0.0000,0.0000,1.35,-23.22
United Kingdom,"Bahamas, The",0.0000,0.0000,1.25,1.25
United Kingdom,"Venezuela, RB",0.0000,0.0000,1.24,-2.43
United Kingdom,Malawi,0.0000,0.0000,1.18,-3.75
United Kingdom,Mauritius,0.0000,0.0000,1.11,-74.53
United Kingdom,Uganda,0.0000,-0.0001,1.07,-370.89
United Kingdom,Fiji,0.0000,0.0000,1.05,-1.48
United Kingdom,Iceland,0.0000,0.0000,1.03,1.03
United Kingdom,Colombia,0.0000,0.0000,1.01,-60.86
United Kingdom,Latvia,0.0000,-0.0001,0.88,-227.51
United Kingdom,Andorra,0.0000,0.0000,0.83,0.83
United Kingdom,Antigua and Barbuda,0.0000,0.0000,0.81,0.81
United Kingdom,Costa Rica,0.0000,0.0000,0.79,0.79
United Kingdom,St. Lucia,0.0000,0.0000,0.78,-4.11
United Kingdom,Cameroon,0.0000,0.0000,0.77,-9.97
United Kingdom,St. Vincent and the Grenadines,0.0000,0.0000,0.75,-3.60
United Kingdom,Dominican Republic,0.0000,0.0000,0.67,0.67
United Kingdom,France,0.0000,-0.0007,0.60,-1781.48
United Kingdom,Jordan,0.0000,0.0000,0.59,-38.66
United Kingdom,Bolivia,0.0000,0.0000,0.51,0.51
United Kingdom,Zambia,0.0000,0.0000,0.49,-7.81
United Kingdom,Dominica,0.0000,0.0000,0.49,-3.62
United Kingdom,Guyana,0.0000,0.0000,0.49,-11.74
United Kingdom,Papua New Guinea,0.0000,0.0000,0.48,0.48
United Kingdom,Belize,0.0000,0.0000,0.43,0.43
United Kingdom,Estonia,0.0000,0.0000,0.40,-27.30
United Kingdom,Belarus,0.0000,0.0000,0.37,-4.43
United Kingdom,Turks and Caicos Islands,0.0000,0.0000,0.35,0.35
United Kingdom,Sri Lanka,0.0000,-0.0002,0.32,-524.75
United Kingdom,Serbia,0.0000,0.0000,0.29,0.29
United Kingdom,Sierra Leone,0.0000,0.0000,0.29,-4.19
United Kingdom,St. Kitts and Nevis,0.0000,0.0000,0.26,0.26
United Kingdom,"Korea, Dem. Rep.",0.0000,0.0000,0.25,0.25
United Kingdom,Croatia,0.0000,0.0000,0.24,-23.69
United Kingdom,Seychelles,0.0000,0.0000,0.23,0.23
United Kingdom,Uruguay,0.0000,0.0000,0.23,0.23
United Kingdom,Tajikistan,0.0000,0.0000,0.22,0.22
United Kingdom,Lebanon,0.0000,-0.0001,0.22,-171.97
United Kingdom,Faeroe Islands,0.0000,0.0000,0.22,0.22
United Kingdom,Puerto Rico,0.0000,0.0000,0.19,0.19
United Kingdom,Guatemala,0.0000,0.0000,0.18,0.18
United Kingdom,Uzbekistan,0.0000,0.0000,0.16,0.16
United Kingdom,Paraguay,0.0000,0.0000,0.14,0.14
United Kingdom,Maldives,0.0000,0.0000,0.14,0.14
United Kingdom,Rwanda,0.0000,0.0000,0.13,0.13
United Kingdom,Madagascar,0.0000,0.0000,0.13,0.13
United Kingdom,Ukraine,0.0000,0.0000,0.12,-34.74
United Kingdom,Moldova,0.0000,0.0000,0.11,0.11
United Kingdom,Solomon Islands,0.0000,0.0000,0.10,0.10
United Kingdom,Vanuatu,0.0000,0.0000,0.09,0.09
United Kingdom,French Polynesia,0.0000,0.0000,0.09,0.09
United Kingdom,Cambodia,0.0000,0.0000,0.08,0.08
United Kingdom,El Salvador,0.0000,0.0000,0.07,0.07
United Kingdom,Mongolia,0.0000,0.0000,0.07,0.07
United Kingdom,Honduras,0.0000,0.0000,0.06,0.06
United Kingdom,Nicaragua,0.0000,0.0000,0.06,0.06
United Kingdom,Central African Republic,0.0000,0.0000,0.05,0.05
United Kingdom,Aruba,0.0000,0.0000,0.05,0.05
United Kingdom,Liberia,0.0000,0.0000,0.05,0.05
United Kingdom,Eritrea,0.0000,0.0000,0.05,0.05
United Kingdom,Liechtenstein,0.0000,0.0000,0.04,0.04
United Kingdom,Sint Maarten (Dutch part),0.0000,0.0000,0.04,0.04
United Kingdom,Cuba,0.0000,0.0000,0.04,0.04
United Kingdom,Cabo Verde,0.0000,0.0000,0.04,0.04
United Kingdom,Bhutan,0.0000,0.0000,0.03,0.03
United Kingdom,Samoa,0.0000,0.0000,0.03,0.03
United Kingdom,Curacao,0.0000,0.0000,0.02,0.02
United Kingdom,Kiribati,0.0000,0.0000,0.02,0.02
United Kingdom,Bosnia and Herzegovina,0.0000,0.0000,0.01,-7.69
United Kingdom,Tuvalu,0.0000,0.0000,0.01,0.01
United Kingdom,San Marino,0.0000,0.0000,0.00,0.00
United Kingdom,Afghanistan,0.0000,0.0000,0.00,-6.59
Zambia,WORLD,0.0016,0.0009,42.18,22.17
Zambia,South Africa,0.0004,0.0004,11.39,10.55
Zambia,United Kingdom,0.0003,0.0003,8.31,7.81
Zambia,Malawi,0.0002,0.0002,5.75,5.30
Zambia,Zimbabwe,0.0001,0.0001,3.80,3.80
Zambia,United States,0.0001,0.0001,2.35,1.80
Zambia,Botswana,0.0001,0.0001,2.17,2.15
Zambia,Australia,0.0001,0.0001,1.58,1.39
Zambia,Tanzania,0.0001,0.0000,1.55,-0.12
Zambia,Namibia,0.0001,0.0000,1.31,1.29
Zambia,Mozambique,0.0000,0.0000,0.82,0.81
Zambia,Canada,0.0000,0.0000,0.78,0.69
Zambia,New Zealand,0.0000,0.0000,0.33,0.33
Zambia,Netherlands,0.0000,0.0000,0.26,0.26
Zambia,Italy,0.0000,0.0000,0.20,0.20
Zambia,Ireland,0.0000,0.0000,0.18,0.18
Zambia,Denmark,0.0000,0.0000,0.15,0.15
Zambia,Norway,0.0000,0.0000,0.15,0.15
Zambia,Sweden,0.0000,0.0000,0.12,0.12
Zambia,Germany,0.0000,0.0000,0.11,-0.24
Zambia,India,0.0000,-0.0003,0.11,-7.24
Zambia,Switzerland,0.0000,0.0000,0.10,0.10
Zambia,Kenya,0.0000,0.0000,0.10,-0.26
Zambia,Russian Federation,0.0000,0.0000,0.09,0.09
Zambia,France,0.0000,0.0000,0.08,-0.30
Zambia,China,0.0000,0.0000,0.06,-0.48
Zambia,Angola,0.0000,0.0000,0.04,-0.27
Zambia,Finland,0.0000,0.0000,0.04,0.04
Zambia,Cyprus,0.0000,0.0000,0.04,0.04
Zambia,Turkey,0.0000,0.0000,0.03,0.03
Zambia,Eritrea,0.0000,0.0000,0.03,0.03
Zambia,Austria,0.0000,0.0000,0.03,0.03
Zambia,Czech Republic,0.0000,0.0000,0.02,0.02
Zambia,Sierra Leone,0.0000,0.0000,0.01,0.01
Zambia,Serbia,0.0000,0.0000,0.01,0.01
Zambia,Poland,0.0000,0.0000,0.01,0.01
Zambia,Greece,0.0000,0.0000,0.01,0.01
Zambia,Lesotho,0.0000,0.0000,0.01,0.01
Zambia,Cayman Islands,0.0000,0.0000,0.00,0.00
Zambia,Hungary,0.0000,0.0000,0.00,0.00
Zambia,Portugal,0.0000,0.0000,0.00,0.00
Zambia,"Egypt, Arab Rep.",0.0000,0.0000,0.00,-0.21
Zambia,Malta,0.0000,0.0000,0.00,0.00
Zambia,Slovak Republic,0.0000,0.0000,0.00,0.00
Zambia,Iceland,0.0000,0.0000,0.00,0.00
Zambia,Bulgaria,0.0000,0.0000,0.00,0.00
Zambia,Ukraine,0.0000,0.0000,0.00,0.00
Zambia,Costa Rica,0.0000,0.0000,0.00,0.00
Zambia,Dominican Republic,0.0000,0.0000,0.00,0.00
Zambia,Mexico,0.0000,0.0000,0.00,0.00
Zambia,Seychelles,0.0000,0.0000,0.00,0.00
Zambia,Chile,0.0000,0.0000,0.00,0.00
Zambia,Ecuador,0.0000,0.0000,0.00,0.00
Zambia,Bermuda,0.0000,0.0000,0.00,0.00
Zambia,Philippines,0.0000,0.0000,0.00,0.00
Zambia,Slovenia,0.0000,0.0000,0.00,0.00
Zambia,Uganda,0.0000,0.0000,0.00,-0.69
Zambia,"Bahamas, The",0.0000,0.0000,0.00,0.00
Zambia,Peru,0.0000,0.0000,0.00,0.00
Zambia,Uruguay,0.0000,0.0000,0.00,0.00
Zambia,"Venezuela, RB",0.0000,0.0000,0.00,0.00
Zambia,Bosnia and Herzegovina,0.0000,0.0000,0.00,0.00
Zambia,Jordan,0.0000,0.0000,0.00,0.00
Zambia,Bolivia,0.0000,0.0000,0.00,0.00
Zambia,Vanuatu,0.0000,0.0000,0.00,0.00
Zambia,Estonia,0.0000,0.0000,0.00,0.00
Zambia,Panama,0.0000,0.0000,0.00,0.00
Zambia,Argentina,0.0000,0.0000,0.00,0.00
Greece,WORLD,0.0016,-0.0062,318.96,-1257.79
Greece,Germany,0.0004,0.0002,76.47,31.54
Greece,United States,0.0002,0.0002,48.62,45.74
Greece,Australia,0.0002,0.0002,43.80,39.70
Greece,Canada,0.0001,0.0001,26.82,25.57
Greece,Turkey,0.0001,0.0001,26.59,24.54
Greece,Albania,0.0001,-0.0029,24.49,-583.95
Greece,United Kingdom,0.0001,0.0000,12.40,5.32
Greece,Belgium,0.0000,0.0000,9.97,1.31
Greece,Cyprus,0.0000,-0.0001,8.64,-16.45
Greece,Italy,0.0000,0.0000,6.60,-3.84
Greece,Sweden,0.0000,-0.0001,4.64,-17.02
Greece,France,0.0000,-0.0001,4.08,-14.85
Greece,Netherlands,0.0000,0.0000,3.75,-1.51
Greece,Switzerland,0.0000,0.0000,3.04,2.81
Greece,Romania,0.0000,-0.0003,1.84,-51.58
Greece,Bulgaria,0.0000,-0.0004,1.58,-84.81
Greece,South Africa,0.0000,0.0000,1.48,-1.60
Greece,Spain,0.0000,0.0000,1.30,1.14
Greece,Austria,0.0000,0.0000,1.27,-2.01
Greece,Poland,0.0000,-0.0001,1.01,-18.46
Greece,Israel,0.0000,0.0000,0.99,-0.08
Greece,Libya,0.0000,0.0000,0.78,0.78
Greece,Kazakhstan,0.0000,0.0000,0.77,0.52
Greece,Denmark,0.0000,0.0000,0.68,-0.86
Greece,Norway,0.0000,0.0000,0.64,0.60
Greece,Czech Republic,0.0000,0.0000,0.58,-8.14
Greece,Russian Federation,0.0000,-0.0001,0.57,-11.44
Greece,Luxembourg,0.0000,-0.0001,0.56,-18.41
Greece,Armenia,0.0000,-0.0001,0.50,-14.83
Greece,Brazil,0.0000,0.0000,0.47,0.31
Greece,Argentina,0.0000,0.0000,0.47,0.08
Greece,Serbia,0.0000,-0.0001,0.44,-21.44
Greece,Hungary,0.0000,0.0000,0.44,-6.84
Greece,"Egypt, Arab Rep.",0.0000,-0.0003,0.33,-57.69
Greece,Finland,0.0000,0.0000,0.29,-0.64
Greece,Ireland,0.0000,0.0000,0.21,-0.04
Greece,"Venezuela, RB",0.0000,0.0000,0.18,0.08
Greece,Algeria,0.0000,0.0000,0.18,-0.33
Greece,Ukraine,0.0000,-0.0001,0.12,-19.98
Greece,China,0.0000,-0.0001,0.11,-26.77
Greece,Uzbekistan,0.0000,0.0000,0.11,0.11
Greece,Cameroon,0.0000,0.0000,0.10,-0.09
Greece,Monaco,0.0000,0.0000,0.09,0.09
Greece,Mexico,0.0000,0.0000,0.09,-1.38
Greece,Panama,0.0000,0.0000,0.08,-0.05
Greece,Chile,0.0000,0.0000,0.07,0.02
Greece,Slovak Republic,0.0000,0.0000,0.07,-0.94
Greece,"Macedonia, FYR",0.0000,0.0000,0.07,-1.54
Greece,Portugal,0.0000,0.0000,0.06,0.05
Greece,Slovenia,0.0000,0.0000,0.05,-1.05
Greece,Philippines,0.0000,-0.0001,0.05,-27.94
Greece,Dominican Republic,0.0000,0.0000,0.04,-2.85
Greece,Montenegro,0.0000,0.0000,0.04,-0.76
Greece,Colombia,0.0000,0.0000,0.03,-0.82
Greece,Ecuador,0.0000,0.0000,0.03,-0.23
Greece,Belarus,0.0000,0.0000,0.03,-0.66
Greece,Uruguay,0.0000,0.0000,0.03,0.02
Greece,Kenya,0.0000,0.0000,0.03,-2.17
Greece,Malta,0.0000,0.0000,0.02,-0.02
Greece,Liechtenstein,0.0000,0.0000,0.02,0.02
Greece,Peru,0.0000,0.0000,0.02,-0.48
Greece,Jordan,0.0000,0.0000,0.02,-1.42
Greece,"Bahamas, The",0.0000,0.0000,0.01,0.01
Greece,Lithuania,0.0000,0.0000,0.01,-0.78
Greece,Bosnia and Herzegovina,0.0000,0.0000,0.01,-1.01
Greece,Uganda,0.0000,0.0000,0.01,-0.56
Greece,Latvia,0.0000,0.0000,0.01,-0.50
Greece,Iceland,0.0000,0.0000,0.01,0.01
Greece,Costa Rica,0.0000,0.0000,0.01,-0.06
Greece,Estonia,0.0000,0.0000,0.01,-0.08
Greece,Cuba,0.0000,0.0000,0.01,0.01
Greece,Bolivia,0.0000,0.0000,0.00,-0.02
Greece,Paraguay,0.0000,0.0000,0.00,-0.06
Greece,Puerto Rico,0.0000,0.0000,0.00,0.00
Greece,Honduras,0.0000,0.0000,0.00,-0.17
Greece,Aruba,0.0000,0.0000,0.00,-0.04
Greece,Nicaragua,0.0000,0.0000,0.00,-0.10
Greece,Bermuda,0.0000,0.0000,0.00,-0.35
Greece,El Salvador,0.0000,0.0000,0.00,-0.15
Greece,Faeroe Islands,0.0000,0.0000,0.00,0.00
Greece,St. Kitts and Nevis,0.0000,0.0000,0.00,0.00
Greece,Seychelles,0.0000,0.0000,0.00,-0.07
Greece,Afghanistan,0.0000,0.0000,0.00,-0.03
Norway,WORLD,0.0015,-0.0041,614.05,-1623.84
Norway,Sweden,0.0003,-0.0007,127.82,-267.98
Norway,United States,0.0002,0.0001,92.20,55.78
Norway,Denmark,0.0001,-0.0002,59.42,-66.36
Norway,Spain,0.0001,0.0000,55.83,6.80
Norway,United Kingdom,0.0001,0.0001,51.28,34.73
Norway,Bangladesh,0.0001,0.0001,42.22,40.07
Norway,Germany,0.0001,-0.0002,28.58,-86.96
Norway,Canada,0.0000,0.0000,18.65,15.60
Norway,Turkey,0.0000,0.0000,15.82,11.98
Norway,Australia,0.0000,0.0000,14.71,6.20
Norway,France,0.0000,-0.0002,11.88,-67.38
Norway,Thailand,0.0000,-0.0003,11.37,-110.35
Norway,Belgium,0.0000,-0.0001,8.52,-23.41
Norway,Netherlands,0.0000,0.0000,8.26,-3.70
Norway,Switzerland,0.0000,0.0000,7.26,-0.95
Norway,Italy,0.0000,0.0000,5.92,-5.65
Norway,Finland,0.0000,0.0000,5.41,-12.57
Norway,Poland,0.0000,-0.0003,4.92,-134.48
Norway,Hungary,0.0000,-0.0001,3.79,-26.71
Norway,Iceland,0.0000,-0.0001,3.01,-33.94
Norway,Austria,0.0000,0.0000,2.83,-5.97
Norway,China,0.0000,-0.0002,2.55,-71.63
Norway,South Africa,0.0000,0.0000,2.34,0.64
Norway,Vietnam,0.0000,-0.0002,2.09,-76.25
Norway,Russian Federation,0.0000,0.0000,2.04,-11.59
Norway,Philippines,0.0000,-0.0003,1.97,-108.37
Norway,Brazil,0.0000,0.0000,1.75,-6.15
Norway,Ireland,0.0000,0.0000,1.56,0.72
Norway,Japan,0.0000,0.0000,1.36,-4.83
Norway,Chile,0.0000,0.0000,1.27,0.07
Norway,Botswana,0.0000,0.0000,1.23,1.17
Norway,Faeroe Islands,0.0000,0.0000,1.15,-10.22
Norway,Ecuador,0.0000,0.0000,1.03,-0.84
Norway,Portugal,0.0000,0.0000,1.03,-5.16
Norway,Lithuania,0.0000,-0.0002,1.03,-75.47
Norway,Libya,0.0000,0.0000,0.99,0.99
Norway,Malaysia,0.0000,0.0000,0.91,0.13
Norway,Czech Republic,0.0000,0.0000,0.91,-13.47
Norway,Argentina,0.0000,0.0000,0.79,0.02
Norway,Cyprus,0.0000,0.0000,0.71,0.31
Norway,Slovak Republic,0.0000,0.0000,0.69,-12.50
Norway,Mexico,0.0000,0.0000,0.61,-2.10
Norway,Luxembourg,0.0000,0.0000,0.57,-2.90
Norway,Ukraine,0.0000,0.0000,0.56,-6.04
Norway,Kenya,0.0000,0.0000,0.48,-9.21
Norway,Costa Rica,0.0000,0.0000,0.48,-0.72
Norway,"Egypt, Arab Rep.",0.0000,0.0000,0.42,-5.66
Norway,Latvia,0.0000,-0.0001,0.41,-29.84
Norway,Estonia,0.0000,0.0000,0.41,-14.43
Norway,Peru,0.0000,0.0000,0.38,-2.84
Norway,Bulgaria,0.0000,0.0000,0.30,-8.21
Norway,Dominican Republic,0.0000,0.0000,0.28,-3.30
Norway,Colombia,0.0000,0.0000,0.24,-13.52
Norway,"Venezuela, RB",0.0000,0.0000,0.22,-0.26
Norway,Panama,0.0000,0.0000,0.20,-0.03
Norway,Bolivia,0.0000,0.0000,0.19,-0.76
Norway,Romania,0.0000,0.0000,0.15,-15.47
Norway,Monaco,0.0000,0.0000,0.15,0.15
Norway,Slovenia,0.0000,0.0000,0.14,-0.66
Norway,Greenland,0.0000,0.0000,0.13,0.13
Norway,Malta,0.0000,0.0000,0.13,-0.05
Norway,Jordan,0.0000,0.0000,0.11,-2.01
Norway,Uruguay,0.0000,0.0000,0.07,-0.01
Norway,Paraguay,0.0000,0.0000,0.05,-0.08
Norway,Nicaragua,0.0000,0.0000,0.04,-0.44
Norway,Bermuda,0.0000,0.0000,0.04,-1.26
Norway,Greece,0.0000,0.0000,0.03,-0.60
Norway,Honduras,0.0000,0.0000,0.02,-0.78
Norway,El Salvador,0.0000,0.0000,0.02,-0.63
Norway,"Bahamas, The",0.0000,0.0000,0.02,0.02
Norway,Sri Lanka,0.0000,-0.0001,0.02,-38.65
Norway,Liechtenstein,0.0000,0.0000,0.02,0.02
Norway,Sint Maarten (Dutch part),0.0000,0.0000,0.01,0.01
Norway,Cuba,0.0000,0.0000,0.01,0.01
Norway,Seychelles,0.0000,0.0000,0.00,-0.03
Norway,Curacao,0.0000,0.0000,0.00,0.00
Norway,Aruba,0.0000,0.0000,0.00,-0.01
Norway,Afghanistan,0.0000,0.0000,0.00,-1.65
Sudan,WORLD,0.0015,-0.0015,177.21,-175.78
Sudan,Saudi Arabia,0.0006,0.0006,71.27,71.27
Sudan,South Sudan,0.0003,0.0003,32.37,32.37
Sudan,United Arab Emirates,0.0002,0.0002,24.44,24.44
Sudan,Chad,0.0001,0.0001,11.40,11.40
Sudan,Qatar,0.0001,0.0001,8.65,8.65
Sudan,Kuwait,0.0001,0.0001,6.50,6.50
Sudan,United States,0.0000,0.0000,3.04,3.04
Sudan,Kenya,0.0000,0.0000,2.31,-4.54
Sudan,Ethiopia,0.0000,-0.0002,2.23,-29.28
Sudan,Bahrain,0.0000,0.0000,1.79,1.79
Sudan,"Yemen, Rep.",0.0000,0.0000,1.71,1.71
Sudan,Australia,0.0000,0.0000,1.69,1.69
Sudan,Uganda,0.0000,0.0000,1.69,-1.76
Sudan,Libya,0.0000,0.0000,1.42,1.42
Sudan,Oman,0.0000,0.0000,1.05,1.05
Sudan,Canada,0.0000,0.0000,0.88,0.88
Sudan,United Kingdom,0.0000,0.0000,0.67,0.67
Sudan,"Egypt, Arab Rep.",0.0000,-0.0005,0.55,-64.01
Sudan,Norway,0.0000,0.0000,0.39,0.39
Sudan,Sweden,0.0000,0.0000,0.39,0.39
Sudan,Algeria,0.0000,0.0000,0.32,0.32
Sudan,Iraq,0.0000,0.0000,0.31,0.31
Sudan,Netherlands,0.0000,0.0000,0.28,0.28
Sudan,Israel,0.0000,0.0000,0.27,0.27
Sudan,Jordan,0.0000,0.0000,0.18,0.18
Sudan,France,0.0000,0.0000,0.16,0.16
Sudan,Italy,0.0000,0.0000,0.14,0.14
Sudan,Morocco,0.0000,0.0000,0.13,0.13
Sudan,China,0.0000,-0.0001,0.12,-6.39
Sudan,South Africa,0.0000,0.0000,0.12,0.12
Sudan,Ireland,0.0000,0.0000,0.10,0.10
Sudan,Switzerland,0.0000,0.0000,0.07,0.07
Sudan,Lebanon,0.0000,0.0000,0.07,0.07
Sudan,Tunisia,0.0000,0.0000,0.07,0.07
